D001669,D001823,D005317,D055703,D020868,D013312
D002294,D015778,D001941,D018196,D008198,D009371
D007890,D009132,D008080,D007889,D018205,D009379
D007082,D004848,D010972,D004768,D041981,D004751
D001859,D001941,D018196,D002296,D014408,D012140
D004260,D055595,D014407,D011836,D004249,D055585
D009132,D018657,D009379,D018482,D005318,D054792
D008568,D010898,D011613,D013850,D013649,D004192
D001688,D000893,D018946,D018836,D007372,D054414
D032342,D002100,D013234,D018482,D009133,D007410
D018418,D015551,D016131,D018417,D036341,D013601
D019636,D058225,D009474,D009474,D002462,D003712
D019261,D004734,D002940,D009765,D012890,D009929
D015815,D000950,D009092,D009000,D003106,D003108
D015415,D055614,D011110,D018503,D013045,D015341
D007421,D009132,D003239,D000947,D017189,D007154
D004789,D017202,D018689,D054792,D009203,D004791
D011020,D005347,D000956,D009894,D000380,D000946
D001669,D002448,D021381,D011485,D002477,D017124
D014556,D005441,D010272,D000091642,D060085,D007411
D018507,D014018,D012734,D005804,D016153,D004625
D001921,D046352,D003213,D009434,D017367,D008636
D050171,D002318,D009140,D000140,D019380,D012875
D014407,D004307,D004249,D000079404,D013997,D011836
D015227,D013312,D050155,D052439,D059305,D019440
D007413,D041741,D004768,D041981,D010972,D004751
D019281,D017386,D001669,D002236,D001669,D002240
D007960,D011020,D005347,D000956,D001685,D014777
D015870,D018503,D064907,D008040,D014644,D013045
D006377,D007154,D036341,D015551,D015496,D001773
D003213,D018689,D008606,D065853,D013037,D009292
D008099,D001772,D004283,D014682,D001424,D007960
D055806,D006439,D004727,D018482,D007004,D059305
D009292,D004789,D015428,D017202,D009203,D054792
D005487,D018836,D045506,D000963,D010586,D007249
D015723,D012689,D015345,D009928,D015870,D000595
D009370,D002448,D015415,D009385,D008841,D015687
D006980,D015415,D007037,D043202,D000568,D000291
D032342,D015179,D004614,D013234,D001284,D013899
D003865,D001714,D012940,D000437,D001294,D011619
D002546,D020768,D003342,D002561,D011597,D002544
D013489,D012734,D014018,D018507,D004625,D016153
D000679,D004027,D008861,D007032,D013574,D001921
D032342,D018482,D001836,D009133,D007414,D013234
D053583,D000079404,D008568,D007858,D008569,D019965
D004064,D009141,D006424,D008660,D002319,D007110
D007413,D000950,D039481,D003092,D041741,D012157
D014024,D014158,D005347,D001823,D017667,D002454
D005938,D008660,D004064,D009141,D001773,D056704
D032446,D007414,D013234,D013899,D004614,D032342
D050171,D003239,D007249,D018836,D000893,D000960
D008572,D011627,D011606,D001828,D012741,D010287
D012469,D007765,D010179,D013361,D007610,D013363
D010641,D005317,D012098,D000478,D044127,D013312
D017667,D009379,D007889,D009379,D008080,D018205
D006706,D001921,D004734,D002940,D012890,D001824
D014408,D008841,D019069,D009361,D010051,D009375
D010913,D015870,D049590,D020319,D010904,D009420
D010641,D020413,D020862,D020022,D020506,D044127
D001790,D001772,D011270,D012098,D004906,D005865
D059333,D012668,D013116,D036341,D059225,D005731
D003231,D000258,D003315,D005938,D007155,D036341
D009434,D018836,D009043,D009435,D015415,D001522
D009141,D009132,D009141,D012509,D018657,D005333
D001854,D058448,D017443,D007801,D020405,D012867
D060825,D012893,D015415,D024801,D009424,D002909
D007032,D007031,D009420,D000679,D008861,D013574
D018450,D055354,D063646,D015398,D002461,D002478
D030341,D001854,D016207,D009504,D022423,D007963
D004625,D018507,D016153,D005804,D014018,D012734
D003593,D042541,D002319,D048429,D015815,D002448
D002561,D054022,D001157,D045504,D001921,D011597
D015428,D006331,D000700,D007238,D014024,D004791
D008599,D001685,D006980,D010048,D006983,D013959
D009385,D015972,D017434,D004351,D058750,D010641
D017386,D017124,D000595,D011487,D010802,D019143
D009379,D007889,D009132,D017667,D008080,D007890
D015870,D055614,D010334,D011247,D018392,D015972
D057809,D048708,D015972,D044127,D000066673,D064593
D014680,D014682,D016470,D008099,D004283,D007964
D008407,D008214,D018926,D006632,D005512,D010323
D004906,D047109,D002452,D011247,D049590,D001772
D005865,D055703,D012098,D004906,D001772,D011270
D010316,D004734,D055598,D003296,D013649,D012677
D004628,D038081,D006128,D015398,D015533,D006128
D001923,D015227,D017392,D054792,D007003,D007004
D014407,D014965,D004249,D013997,D004260,D011836
D011651,D006325,D009373,D013927,D009362,D011667
D009928,D015345,D012689,D040342,D015723,D015394
D009132,D014235,D007583,D009142,D008407,D000947
D000124,D002562,D012380,D004068,D012309,D004327
D017124,D017386,D005075,D017433,D005075,D000595
D015398,D005110,D000954,D005786,D008934,D002453
D018373,D001362,D003213,D008568,D009292,D013037
D000568,D006980,D006983,D015415,D000312,D005831
D000595,D017386,D002240,D019281,D002236,D007700
D016207,D015551,D015496,D016131,D001327,D050378
D003106,D008566,D000941,D000950,D007963,D003092
D065852,D017209,D007375,D019636,D010452,D001688
D048788,D020935,D008660,D058226,D010766,D032389
D008099,D055166,D000960,D018836,D000809,D053773
D053768,D011092,D009928,D016923,D011094,D006461
D015850,D056486,D053773,D006128,D008099,D000963
D020313,D010969,D000079404,D014551,D015398,D004734
D021641,D013649,D013811,D010898,D002755,D010592
D013037,D058647,D008606,D007858,D001522,D008606
D001520,D005239,D045505,D011579,D007858,D013037
D020765,D009420,D054022,D009424,D001157,D002545
D006327,D005921,D002037,D012119,D006984,D017202
D002452,D002540,D001369,D014644,D005727,D020932
D015533,D006128,D015870,D055495,D002642,D002454
D004847,D000728,D014565,D032389,D004847,D002462
D055669,D010316,D012677,D013676,D014186,D009424
D007249,D000893,D000963,D050171,D018836,D005487
D000890,D006084,D009059,D048550,D014076,D004697
D000257,D007166,D003316,D005938,D036341,D003315
D011092,D018712,D007155,D015432,D003449,D016898
D001402,D005512,D010936,D010323,D006632,D018926
D039382,D004628,D050154,D019175,D055703,D044127
D015227,D006943,D009750,D000975,D004064,D005943
D010641,D013312,D020868,D005315,D050154,D039382
D010641,D006130,D013312,D044127,D055703,D039382
D004734,D001923,D007004,D007003,D002319,D009206
D008659,D001923,D002319,D007004,D015227,D014024
D007700,D017385,D002240,D015394,D002236,D008968
D042541,D048429,D002319,D014176,D002448,D015815
D010641,D004628,D013312,D008745,D039382,D011247
D006439,D002320,D014655,D002319,D002302,D007668
D010766,D001808,D001824,D058226,D020935,D001669
D019008,D015972,D058750,D015398,D010641,D009385
D003865,D000074822,D001714,D013406,D000437,D002491
D054730,D005786,D002448,D041681,D021381,D000595
D011651,D002320,D002320,D006424,D010949,D011655
D010179,D007610,D005088,D007765,D013363,D013361
D014836,D006984,D000075224,D006327,D002346,D002037
D055598,D002384,D000478,D002478,D015335,D014709
D001921,D009435,D001685,D001522,D005239,D003657
D003229,D003316,D016207,D003315,D007155,D005938
D055614,D053687,D012038,D009336,D017629,D048708
D015342,D001669,D001483,D002478,D014709,D002384
D002452,D011169,D011168,D008099,D016470,D007964
D012898,D015289,D004431,D003872,D004487,D006098
D005393,D006066,D008099,D004785,D011041,D007668
D018377,D065853,D007375,D000079404,D053938,D010936
D018899,D004198,D020413,D044127,D020506,D019175
D008032,D012867,D014666,D001921,D005552,D000777
D050218,D005347,D000273,D002454,D005234,D004622
D009369,D008679,D014408,D009360,D043924,D042783
D055614,D019008,D009385,D001669,D058750,D017434
D006413,D012137,D015398,D006410,D011020,D007372
D048788,D015850,D000893,D018799,D018836,D008099
D024821,D001654,D007249,D007963,D009504,D015415
D057809,D017398,D000066673,D064113,D002455,D064593
D007370,D003449,D007155,D015432,D011092,D057911
D010006,D053858,D002454,D007502,D015398,D004791
D000317,D018492,D045505,D057085,D019958,D017367
D016207,D003316,D003316,D007155,D005123,D005938
D020932,D009474,D001369,D009154,D019579,D005727
D000959,D009457,D014129,D000869,D005902,D001669
D011603,D013811,D013850,D004192,D005503,D021641
D000941,D016167,D001402,D022423,D013601,D010051
D001663,D007333,D009504,D008099,D007249,D006424
D006424,D002468,D006457,D016215,D008172,D008168
D005731,D058748,D016207,D059333,D012668,D014279
D015539,D007899,D001790,D005340,D013997,D005082
D018899,D020506,D010641,D020506,D019175,D044127
D014129,D007429,D009898,D005902,D016212,D001253
D006967,D017189,D009132,D004064,D000947,D009119
D009132,D004614,D009133,D032446,D012002,D013234
D001665,D055503,D058767,D008968,D054730,D055595
D016898,D005921,D011092,D003449,D007155,D000998
D024821,D001773,D009504,D001654,D008099,D015415
D003922,D001773,D016207,D015551,D006377,D006377
D017124,D010802,D005075,D017433,D000595,D017386
D012951,D006126,D012919,D001523,D000124,D000294
D000679,D013347,D013574,D004027,D022082,D009420
D005938,D002319,D002490,D008660,D056704,D009141
D015430,D018712,D044343,D006949,D005943,D050155
D000075224,D006973,D002346,D012119,D005921,D009203
D060085,D012553,D005243,D007411,D006373,D014556
D055354,D063646,D009385,D055598,D057809,D045744
D020121,D020413,D010641,D018899,D004198,D008745
D002196,D006424,D011655,D011651,D010949,D006439
D009217,D018657,D007890,D009141,D005318,D009206
D055166,D018836,D064420,D004064,D000893,D019161
D015870,D015723,D012689,D015345,D000595,D009928
D000897,D015154,D013270,D041742,D005759,D001284
D005506,D000066888,D002273,D005524,D005396,D005525
D011485,D019943,D017510,D001665,D008968,D054730
D009435,D018756,D009142,D010487,D008606,D046352
D015536,D015972,D018392,D055703,D015870,D005786
D049109,D015972,D064113,D057809,D011499,D012326
D013314,D012399,D013718,D008968,D013499,D010316
D006439,D002302,D001775,D002306,D002943,D009142
D001402,D008407,D010323,D028321,D018926,D005512
D016491,D002470,D005123,D001775,D006614,D015415
D015291,D051153,D013950,D002454,D013601,D019070
D043924,D009369,D042783,D009389,D014408,D009360
D020506,D020121,D004198,D044127,D018899,D010641
D002468,D064113,D064593,D000066673,D057809,D017398
D011603,D001244,D000074385,D002755,D021641,D010898
D005525,D000074385,D005396,D005502,D059022,D002273
D012898,D015237,D015232,D000869,D011465,D011453
D002319,D002320,D002943,D014655,D014652,D007668
D008841,D002465,D009375,D010051,D015687,D001685
D020022,D020413,D008745,D044127,D020121,D020862
D000483,D005786,D018392,D015870,D005786,D010334
D015533,D002642,D002468,D002455,D015398,D055614
D014162,D055614,D005822,D016678,D000595,D015698
D020932,D009474,D005727,D006624,D018507,D014162
D001483,D009928,D012689,D000595,D015870,D015723
D012959,D012919,D010551,D005195,D000294,D066252
D050171,D007249,D000893,D057847,D005487,D018836
D013850,D007858,D009292,D018782,D013037,D009294
D063646,D045744,D002468,D057809,D020969,D009362
D012119,D000075224,D002318,D006984,D000075224,D009336
D000074385,D005519,D009676,D005525,D019602,D000383
D016720,D000946,D009503,D004266,D015415,D010272
D002490,D005552,D014666,D002492,D007420,D012867
D022781,D003593,D004579,D018628,D048788,D010084
D003106,D007413,D000954,D009000,D000950,D018845
D002477,D015533,D015398,D010641,D055495,D048788
D016898,D047228,D015432,D007155,D018712,D011092
D005796,D011247,D015870,D015972,D015536,D055614
D012380,D012649,D012919,D001520,D000294,D012959
D045506,D050171,D022423,D005487,D018836,D007249
D008168,D001826,D008208,D011651,D008833,D004617
D006325,D016769,D011667,D009385,D001808,D001808
D001667,D012701,D009420,D001693,D018377,D009420
D018836,D006128,D064420,D018799,D000804,D055166
D003460,D002384,D008024,D055598,D004789,D008968
D010641,D044127,D020506,D018899,D020506,D019175
D041981,D041981,D004751,D010972,D009092,D004848
D018657,D054792,D007890,D009141,D009217,D009132
D006321,D018696,D017392,D001923,D007003,D006321
D000072417,D011485,D019943,D055585,D055503,D001665
D018418,D015496,D016176,D016207,D001327,D016176
D001157,D054022,D002536,D002561,D018377,D002546
D018507,D020935,D019898,D019899,D001755,D011453
D011651,D016769,D006325,D001808,D011667,D009385
D018836,D008264,D000960,D050171,D000893,D012157
D009141,D018205,D008067,D007889,D018205,D017667
D004848,D007422,D007422,D010972,D004751,D009092
D019958,D049990,D000317,D000079225,D014072,D018492
D014162,D015698,D001483,D000595,D040481,D002460
D010179,D007610,D013284,D005088,D010306,D007765
D012552,D005243,D014556,D010272,D060085,D007411
D050356,D001685,D008659,D015430,D018384,D050177
D010323,D045424,D005512,D006632,D008407,D018926
D006131,D014408,D009389,D042442,D009369,D009360
D002460,D014709,D004734,D015342,D002384,D000478
D042783,D000728,D032389,D022082,D002462,D005834
D054414,D054422,D007371,D010936,D016209,D016207
D006632,D003239,D001769,D018926,D010936,D006967
D010972,D004751,D004768,D008566,D007422,D004848
D019943,D055598,D053858,D017434,D007700,D002384
D009474,D008032,D019579,D005786,D002452,D017950
D015432,D007155,D016898,D018712,D000998,D003449
D011092,D047228,D003449,D007155,D016898,D000998
D005318,D012208,D007890,D054792,D009130,D018482
D000437,D000068105,D013406,D055118,D011619,D011619
D000975,D058186,D007668,D013312,D010969,D015398
D002448,D014176,D054730,D000595,D017124,D021381
D016923,D014965,D013995,D011829,D002478,D004249
D044127,D013312,D019175,D039382,D005333,D005317
D006863,D015394,D011485,D002384,D008024,D004789
D018482,D013234,D032342,D009133,D008175,D015431
D012816,D011603,D004734,D001824,D010870,D006706
D052436,D044882,D008099,D009141,D050151,D001835
D005731,D059225,D010525,D014278,D013116,D059333
D019175,D018899,D040481,D004198,D010641,D020413
D019281,D017385,D015394,D002240,D055595,D000595
D015415,D014179,D009434,D018682,D046352,D001362
D015398,D002468,D005786,D008934,D002453,D003599
D010913,D052138,D016373,D066280,D015870,D049590
D058647,D007858,D008568,D001522,D013037,D018782
D048708,D002454,D002448,D000954,D005786,D003599
D018926,D006632,D010936,D005512,D007962,D008407
D005822,D015698,D000595,D055614,D055598,D011995
D000975,D058186,D010084,D018384,D014551,D015398
D018894,D008930,D018628,D015227,D049109,D022781
D013997,D017209,D014965,D011829,D002478,D004260
D017950,D009474,D014162,D018507,D001369,D002452
D007411,D006373,D012553,D012987,D005243,D060085
D005512,D028321,D010323,D018926,D008407,D000921
D009369,D042461,D042783,D014408,D020533,D009389
D008407,D000947,D009119,D014235,D009132,D007583
D008024,D011487,D004789,D008660,D003460,D055598
D054422,D016209,D002630,D015846,D018946,D028321
D016753,D007963,D016176,D000069196,D007413,D006424
D010487,D018756,D002490,D015415,D018836,D009434
D013816,D011487,D002384,D055595,D053858,D019943
D001362,D010487,D009435,D009043,D003213,D001522
D014072,D009057,D019958,D000317,D014179,D000697
D011517,D005082,D013995,D001790,D001792,D011998
D005921,D014836,D002037,D000075224,D012143,D006327
D016769,D011651,D006321,D002319,D009362,D011667
D002642,D002454,D015533,D055495,D001669,D010641
D007238,D032383,D012038,D017629,D015870,D049109
D004625,D012734,D005804,D018507,D016153,D013489
D002454,D049109,D010641,D015870,D002642,D002453
D051153,D015291,D019070,D015398,D016176,D053823
D000954,D002477,D011499,D017540,D048429,D003593
D055585,D055598,D008660,D015394,D002240,D017385
D002465,D018925,D006614,D002470,D015415,D003315
D001520,D009431,D009474,D057567,D003216,D012153
D055598,D058226,D032389,D053858,D004789,D010766
D040342,D005822,D002478,D001669,D040342,D015698
D007031,D012007,D000825,D001921,D014666,D000777
D050171,D000140,D019380,D009140,D000086982,D008060
D000960,D010586,D010335,D052439,D000893,D018836
D004734,D002909,D006128,D019261,D009765,D006706
D009369,D009362,D020811,D020228,D000890,D020228
D011619,D016728,D019964,D000437,D010349,D002491
D011355,D012590,D015230,D011460,D003315,D011458
D001828,D008597,D012741,D010553,D011627,D005190
D001665,D009420,D055687,D009420,D001667,D018490
D013574,D013347,D008861,D054022,D004027,D011301
D007700,D016296,D013816,D006860,D004579,D017434
D000950,D003108,D003106,D007962,D018845,D015815
D018719,D018307,D001941,D018196,D001859,D002296
D017386,D002240,D019281,D015394,D002236,D000595
D005555,D012926,D007603,D033161,D012306,D045506
D005727,D014644,D018507,D009474,D008032,D019579
D001773,D001654,D008099,D007249,D024821,D008214
D017433,D055595,D001665,D019943,D000072416,D011485
D012007,D002492,D014666,D001921,D005552,D007031
D008606,D001520,D058647,D004644,D003213,D008568
D015870,D000483,D005786,D010334,D015536,D055703
D008572,D012741,D008598,D001828,D011627,D010287
D008099,D005393,D014566,D014873,D056486,D005880
D007700,D015394,D016296,D000072417,D011487,D058767
D017667,D005347,D005234,D014158,D002454,D001823
D008968,D004579,D055585,D013816,D006860,D006863
D013676,D005525,D005506,D019602,D000074385,D009676
D017667,D018205,D009379,D008067,D007890,D009130
D003316,D007637,D006730,D000258,D003315,D007166
D018712,D057911,D011092,D005921,D007155,D007370
D057847,D052439,D007249,D010586,D018836,D000893
D054730,D011485,D017510,D001665,D019943,D055595
D010335,D024821,D008099,D001663,D007962,D010586
D006424,D036341,D007962,D009000,D003333,D022423
D016898,D003449,D011092,D015432,D018501,D047228
D002630,D002470,D009068,D006614,D015415,D003315
D006614,D019743,D002465,D001685,D003315,D016491
D005347,D000956,D006566,D000946,D008172,D015415
D000947,D006967,D008407,D055687,D009130,D007583
D012157,D018836,D005487,D000893,D052439,D007249
D016501,D009474,D002462,D058225,D013572,D009420
D011465,D005123,D011458,D011460,D015230,D012590
D059305,D008099,D015415,D055614,D000894,D020011
D011460,D015230,D015777,D011458,D003315,D011465
D007414,D002100,D001284,D012142,D018482,D002477
D004622,D001823,D002477,D017667,D003238,D005234
D009362,D012878,D016246,D059016,D060887,D015415
D001847,D012875,D052439,D019380,D012749,D002318
D011270,D007958,D004906,D012101,D001772,D049590
D013234,D008175,D013234,D002100,D032342,D007410
D011092,D053768,D011094,D009369,D002468,D010599
D002448,D019898,D004622,D053858,D019899,D014327
D002319,D000959,D002943,D014551,D002302,D001794
D016180,D050171,D012875,D000140,D009140,D000998
D019958,D017367,D014072,D018492,D002012,D000697
D003296,D012677,D014186,D010316,D002338,D013649
D013997,D001792,D010973,D005082,D011517,D007899
D010870,D010507,D050177,D001824,D011579,D004734
D017510,D001665,D017433,D011485,D019943,D055595
D018894,D004579,D018628,D022781,D048708,D015227
D005767,D009000,D000950,D041741,D018845,D015815
D002545,D018377,D001157,D020768,D002539,D013687
D006973,D001794,D002319,D000959,D014551,D002302
D000893,D022423,D005487,D007249,D018836,D050171
D002454,D015291,D019070,D053823,D007962,D008221
D045604,D004848,D008833,D008208,D008168,D002943
D001772,D005340,D007899,D055585,D005082,D011517
D013816,D006860,D017434,D004579,D002384,D006863
D002943,D002320,D000959,D002319,D014551,D002302
D050378,D016207,D058448,D009092,D006424,D018836
D006325,D001808,D009362,D014328,D011667,D013927
D011168,D016470,D004064,D014684,D007964,D014680
D018507,D010599,D012734,D004625,D013489,D005804
D012098,D007774,D011270,D005865,D004906,D002452
D012002,D013234,D032446,D032342,D012142,D009133
D015415,D012039,D002470,D004727,D003315,D002465
D060825,D012893,D003071,D024801,D012890,D002940
D019380,D000086982,D008060,D009750,D001847,D000137
D015972,D064593,D000066673,D002460,D046188,D020868
D013649,D021641,D004192,D013811,D010898,D005503
D017386,D017124,D020449,D017433,D000595,D005075
D014176,D002800,D018515,D053938,D019954,D016923
D036341,D013601,D003922,D050378,D015496,D018418
D011458,D000893,D007962,D004431,D004487,D015289
D004431,D000893,D022423,D015289,D012871,D015232
D000595,D020449,D017433,D015394,D019143,D017386
D008407,D003106,D014235,D009119,D007583,D006967
D064307,D012867,D022423,D003713,D039481,D017443
D055585,D055598,D004548,D013314,D013499,D009038
D007371,D004364,D002630,D018946,D015603,D000893
D008221,D042442,D018414,D000091662,D007107,D000941
D020313,D000893,D004032,D006943,D019440,D015415
D055806,D014664,D007004,D014024,D055806,D012039
D001927,D002909,D001523,D012893,D015415,D003071
D055614,D017629,D049109,D032383,D053687,D006331
D012469,D005088,D007610,D010179,D010306,D012469
D013811,D010898,D021641,D002755,D011579,D004192
D049590,D007958,D011270,D012101,D005865,D001790
D005880,D056486,D005835,D008099,D004786,D014551
D015232,D003315,D018836,D015230,D015777,D011355
D001665,D001669,D049109,D017386,D020816,D002461
D010641,D020413,D019175,D020022,D044127,D020506
D000998,D003449,D047228,D015432,D007155,D007370
D053858,D049109,D015227,D018894,D022781,D018628
D006943,D020011,D019440,D009765,D015227,D006949
D015415,D000544,D003071,D012890,D060825,D002909
D000960,D018836,D000893,D007249,D052439,D003239
D000700,D002318,D015428,D004789,D010335,D002319
D009504,D001769,D009000,D018352,D007107,D016207
D011094,D006461,D053768,D016923,D009369,D010599
D000380,D000946,D008172,D015415,D002477,D000956
D047228,D011092,D015432,D000998,D003449,D007372
D012143,D006327,D006332,D007511,D006973,D002346
D009362,D000067128,D018450,D063646,D001669,D057809
D002490,D013572,D009474,D016501,D024801,D002462
D015291,D008221,D013601,D002468,D019070,D051153
D015341,D000595,D055614,D015870,D015723,D009928
D004032,D050153,D054792,D050177,D003924,D008099
D009362,D006325,D016769,D011651,D011252,D011667
D055724,D001665,D001693,D018490,D009474,D015394
D017385,D016350,D002453,D006367,D000595,D002461
D008685,D013314,D033081,D013997,D013499,D006813
D015551,D007962,D013601,D001327,D006377,D018418
D000075224,D002346,D014836,D002037,D001145,D006973
D005880,D005393,D006066,D007668,D014873,D056486
D010084,D003296,D061353,D009812,D055598,D010316
D001772,D006487,D013177,D013997,D011517,D010973
D020768,D001157,D002539,D002545,D001479,D013687
D017124,D055598,D006367,D000595,D046188,D016475
D012961,D033222,D005555,D007603,D033161,D012306
D061745,D002118,D010513,D002454,D003239,D004791
D006439,D006973,D000959,D014655,D014566,D002319
D014129,D005109,D005902,D009898,D002317,D001253
D055592,D007700,D055503,D001665,D019943,D011487
D016207,D014276,D058748,D013116,D005731,D059333
D002454,D055614,D002453,D006321,D012038,D007238
D014566,D001669,D018384,D010084,D045504,D011145
D008099,D059305,D013312,D010084,D006946,D005943
D001665,D055503,D000072416,D007700,D011485,D019943
D002454,D050218,D000273,D005234,D014158,D005347
D008208,D008168,D002196,D010949,D008833,D011655
D018490,D055687,D009420,D009474,D001667,D001665
D001810,D013997,D011187,D010060,D002306,D001794
D005234,D017667,D050154,D002454,D005347,D014158
D007249,D008264,D020164,D000963,D005487,D050171
D016678,D015698,D015394,D005822,D001483,D002460
D013676,D002273,D005524,D019602,D005525,D017747
D005243,D007411,D012553,D060085,D010272,D012987
D005234,D055614,D002454,D004622,D017667,D003238
D007603,D011619,D003617,D002961,D012942,D055641
D012098,D039382,D005333,D020868,D006130,D010641
D005525,D000066888,D000383,D019602,D005524,D059022
D013997,D004260,D011836,D011836,D007700,D004249
D046468,D008598,D001828,D011627,D010287,D011606
D010101,D009431,D013312,D009474,D012153,D008606
D005393,D005880,D008099,D007668,D056486,D006066
D022781,D015227,D018894,D018628,D004579,D006128
D008099,D055411,D018799,D056486,D013312,D015850
D008168,D008208,D004727,D010949,D006439,D011651
D065852,D008569,D007375,D019965,D002800,D007858
D040342,D015335,D008660,D002460,D014709,D000478
D015415,D050171,D045504,D044343,D001836,D005786
D009369,D055633,D001697,D053768,D011094,D009928
D007111,D007109,D009132,D001773,D008099,D002319
D015212,D036341,D055411,D007107,D064307,D018836
D018193,D018196,D001941,D012142,D001859,D008208
D008221,D018196,D008175,D012509,D018307,D001859
D000777,D034582,D004027,D001921,D017933,D041981
D001921,D009474,D045505,D012702,D001665,D001692
D015291,D016131,D036341,D002454,D015398,D008208
D014709,D001665,D015341,D010084,D055614,D002477
D002320,D014655,D006439,D002319,D000959,D006973
D055119,D013718,D013499,D008968,D010316,D013314
D009798,D014129,D016207,D000867,D005109,D015398
D012668,D059333,D005731,D058748,D016207,D014278
D015415,D001523,D012890,D012893,D060825,D010507
D019965,D013572,D022081,D002462,D058225,D009474
D008168,D016215,D006412,D006457,D007370,D006410
D006461,D008420,D011095,D014018,D009369,D049329
D055614,D020228,D011110,D005819,D018503,D013045
D009202,D007238,D000700,D017202,D018689,D004789
D002477,D048429,D003599,D009130,D015815,D002448
D058225,D002462,D013572,D024801,D009474,D054022
D034582,D003877,D009000,D003239,D039481,D020405
D015398,D057809,D063646,D014407,D009362,D018450
D007004,D059305,D014664,D055806,D012039,D004848
D018196,D001859,D001943,D008198,D012142,D002296
D018507,D014018,D016153,D005804,D000013,D013489
D001921,D009474,D012701,D001693,D018490,D018490
D009375,D002448,D009361,D015415,D006058,D008124
D012469,D010179,D013361,D007610,D005088,D007765
